Customer_id,Customer_Name,reg_date
344,Urvi Ganguly,2023-02-25
345,Rhea Ram,2020-06-24
346,Uthkarsh Bhatti,2021-01-15
347,Indrans Sundaram,2023-09-29
348,Sara Choudhury,2023-03-19
349,Suhana Kulkarni,2023-04-07
350,Damini Krish,2023-12-20
351,Samaira Shetty,2021-04-10
352,Nitya Devan,2022-09-27
353,Purab Rout,2024-06-07
354,Ayesha Viswanathan,2021-02-10
355,Myra Ahluwalia,2023-03-05
356,Rhea Soni,2020-08-08
357,Kashvi Sha,2023-06-01
358,Oorja Gera,2024-03-04
359,Onkar Bava,2022-04-12
360,Fateh Mann,2024-05-19
361,Zaina Boase,2024-11-20
362,Jayesh Butala,2022-08-23
363,Arhaan Sodhi,2020-08-09
364,Hridaan Thaman,2023-06-16
365,Tarini Saini,2023-03-17
366,Oorja Goswami,2022-06-05
367,Nitara Bumb,2022-11-05
368,Keya Bora,2023-11-15
369,Anya Savant,2024-02-11
370,Oorja Borah,2023-01-01
371,Vidur Rout,2023-10-09
372,Zaina Kumar,2024-01-07
373,Shray Thakur,2020-11-20
374,Ishita Anand,2021-02-08
375,Hunar Kade,2022-08-05
376,Raghav Bhattacharyya,2021-09-18
377,Vihaan Dubey,2022-09-01
378,Nakul Ratta,2023-05-26
379,Bhavin Kapur,2021-05-20
380,Arnav Borah,2023-11-19
381,Shayak Cherian,2020-08-13
382,Ojas Rana,2023-12-31
383,Inaaya  Gulati,2025-01-18
384,Jhanvi Jani,2022-03-18
385,Zara Kibe,2021-11-21
386,Mishti Sant,2021-02-25
387,Keya Sangha,2020-10-14
388,Mishti Goel,2021-12-07
389,Miraan Savant,2020-10-30
390,Uthkarsh Bhatia,2024-04-13
391,Inaaya  Hayer,2023-03-01
392,Shlok Rao,2023-04-30
393,Neelofar Boase,2024-04-06
394,Inaaya  Aggarwal,2020-10-26
395,Neelofar Samra,2023-03-09
396,Eshani Chacko,2023-09-10
397,Anvi Brar,2022-08-15
398,Hiran Chatterjee,2021-10-26
399,Zoya Wali,2024-05-07
400,Nirvi Rau,2023-04-12
401,Hunar Shere,2022-10-26
402,Taran Mall,2021-08-14
403,Nehmat Wadhwa,2023-06-05
404,Umang Comar,2025-02-26
405,Bhavin Saha,2022-07-02
406,Heer Madan,2021-07-22
407,Amani Karan,2020-05-09
408,Anya Kohli,2020-10-19
409,Mannat Garde,2021-09-12
410,Jiya Kuruvilla,2023-08-23
411,Hunar Verma,2021-02-18
412,Akarsh Saxena,2024-03-17
413,Shlok Bawa,2020-07-20
414,Neelofar Kaul,2024-01-13
415,Lagan Badal,2021-08-17
416,Mishti Mann,2020-07-20
417,Heer Rama,2024-12-17
418,Sahil Bumb,2020-04-01
419,Anahi Dua,2023-03-02
420,Ranbir Wason,2022-03-04
421,Badal Chawla,2020-04-13
422,Arnav Sunder,2020-05-15
423,Renee Apte,2024-08-07
424,Emir Gokhale,2024-11-25
425,Taran Din,2022-12-19
426,Ojas Bali,2023-02-13
427,Miraan Khanna,2021-09-16
428,Vihaan Dhawan,2023-04-30
429,Samiha Basak,2022-12-12
430,Diya Suresh,2023-05-03
431,Arnav Sridhar,2021-10-16
432,Anya Jayaraman,2021-02-01
433,Damini Savant,2023-12-15
434,Anahi Butala,2023-05-22
435,Keya Wable,2024-10-30
436,Indrajit Loyal,2024-04-29
437,Miraya Bobal,2022-12-26
438,Advika Deshpande,2021-07-06
439,Advik Lalla,2025-01-25
440,Siya Jani,2025-03-03
441,Amani Gour,2020-03-11
442,Aradhya Shere,2020-09-19
443,Anvi Sha,2021-08-02
444,Zain Tailor,2025-02-10
445,Alisha Joshi,2021-02-08
446,Rasha Mani,2025-02-22
447,Inaaya  Subramaniam,2022-08-24
448,Saira Gill,2020-07-17
449,Indrans Seth,2020-10-01
450,Mahika Rana,2022-03-28
451,Saksham Gera,2021-05-11
452,Vardaniya Venkatesh,2023-03-28
453,Alisha Shroff,2021-09-24
454,Alia Khosla,2024-01-04
455,Vedika Khare,2020-04-27
456,Parinaaz Chatterjee,2020-09-30
457,Inaaya  Hegde,2024-09-17
458,Vihaan Chandra,2023-08-23
459,Kabir Goda,2022-12-10
460,Nirvaan Bawa,2020-08-11
461,Zeeshan Rau,2023-02-12
462,Shanaya Banik,2024-03-07
463,Jayant Kala,2024-10-29
464,Dhanush Bhatnagar,2021-11-27
465,Ishaan Chada,2024-09-16
466,Trisha Keer,2021-04-15
467,Drishya Arora,2022-10-02
468,Saanvi Iyengar,2020-11-20
469,Gokul Rajagopalan,2020-12-15
470,Pari Bhardwaj,2023-01-15
471,Mehul Khalsa,2022-12-22
472,Umang Tandon,2021-10-03
473,Mannat Shankar,2022-09-23
474,Nehmat Balay,2022-10-28
475,Rasha Wali,2024-07-03
476,Ehsaan Chaudhuri,2024-10-22
477,Diya Sethi,2020-12-02
478,Lakshit Dasgupta,2021-02-11
479,Dhanuk Sarna,2022-08-07
480,Kismat Wali,2023-07-20
481,Raghav Bhakta,2022-02-18
482,Kanav Mangal,2022-10-27
483,Ritvik Kant,2021-01-03
484,Nirvi Hegde,2024-09-03
485,Ehsaan Hayre,2020-05-02
486,Mohanlal Joshi,2024-04-18
487,Nayantara Garg,2024-10-17
488,Onkar Wable,2023-11-09
489,Indrajit Devan,2024-07-25
490,Rania Mani,2021-05-19
491,Tiya Cherian,2025-01-20
492,Vardaniya Mall,2021-08-11
493,Romil Tara,2024-01-08
494,Renee Sandhu,2024-08-16
495,Yuvaan Trivedi,2020-10-29
496,Jayan Bhatt,2024-01-20
497,Shray Kumer,2024-01-07
498,Hridaan Barad,2020-12-31
499,Shalv Ahluwalia,2023-08-24
500,Vritika Bath,2020-05-04
501,Arnav Keer,2022-09-09
502,Sahil Borra,2023-12-22
503,Piya Sawhney,2022-10-02
504,Ayesha Rajagopalan,2024-01-24
505,Tiya Vasa,2020-05-20
506,Badal Chatterjee,2020-08-21
507,Anaya Dube,2020-12-24
508,Purab Saraf,2023-12-10
509,Shamik Grover,2022-02-15
510,Amani Bajaj,2023-10-18
511,Anay Gulati,2024-02-29
512,Aaryahi Agate,2023-07-10
513,Madhav Deshmukh,2022-10-17
514,Amira Behl,2023-05-16
515,Indrans Bandi,2023-05-19
516,Renee Wason,2023-02-28
517,Aaina Saha,2022-01-16
518,Trisha Wali,2023-12-26
519,Vidur Banerjee,2024-03-15
520,Vardaniya Devan,2021-04-24
521,Neelofar Desai,2024-11-05
522,Sara Sabharwal,2022-06-18
523,Reyansh Varghese,2022-01-24
524,Badal Bhalla,2023-03-06
525,Onkar Barman,2020-11-19
526,Vaibhav Banik,2024-10-10
527,Sara Master,2022-07-18
528,Tushar Dani,2021-06-29
529,Vaibhav Sarin,2023-05-24
530,Nehmat Bahl,2021-01-23
531,Azad Gour,2021-03-12
532,Kartik Date,2022-07-12
533,Indrans Joshi,2022-02-04
534,Rati Barman,2020-06-18
535,Rhea Khanna,2021-05-07
536,Tejas Loyal,2022-07-05
537,Anay Raja,2024-06-19
538,Shanaya Srinivas,2021-10-03
539,Taran Dixit,2022-06-02
540,Onkar Sur,2023-03-16
541,Anay Chahal,2020-11-19
542,Alia Gaba,2024-08-23
543,Fateh Kibe,2021-04-22
544,Uthkarsh Thaman,2021-09-30
545,Kiara Grover,2024-10-11
546,Jhanvi Bhandari,2020-12-09
547,Indrans Jani,2022-10-27
548,Himmat Ganesh,2020-11-07
549,Myra Sethi,2021-03-08
550,Stuvan Sankar,2021-05-05
551,Anahi Sehgal,2022-07-22
552,Amira Cheema,2021-08-26
553,Zeeshan Goswami,2023-04-24
554,Miraan Wali,2025-02-16
555,Jayan Gara,2022-11-23
556,Tara Kumar,2023-04-15
557,Inaaya  Sodhi,2022-06-30
558,Miraan Gara,2024-09-15
559,Prerak Dasgupta,2023-06-26
560,Indrans Khosla,2022-12-28
561,Anya Bhatti,2023-04-18
562,Rati Bhardwaj,2021-01-11
563,Sana Bobal,2020-07-16
564,Urvi Chawla,2020-04-15
565,Romil Taneja,2024-11-16
566,Kismat Sheth,2022-02-21
567,Alia Kashyap,2021-07-25
568,Anay Doctor,2023-04-01
569,Aaryahi Dhingra,2020-11-09
570,Abram Sharaf,2023-09-07
571,Ayesha Sahota,2023-01-18
572,Madhup Sachdev,2024-09-28
573,Vaibhav Bains,2024-01-03
574,Diya Chanda,2021-12-10
575,Kismat Swaminathan,2022-12-06
576,Ehsaan Gill,2020-12-27
577,Anaya Chaudry,2023-02-17
578,Ayesha Shanker,2022-10-16
579,Samaira Sheth,2021-05-18
580,Suhana Bandi,2021-07-11
581,Ritvik Sawhney,2022-11-22
582,Ojas Chaudhry,2024-07-27
583,Piya Sidhu,2023-08-31
584,Sahil Gour,2022-08-23
585,Aradhya Vig,2020-11-04
586,Ryan Atwal,2020-03-12
587,Lakshit Halder,2024-04-14
588,Baiju Sura,2024-07-21
589,Lavanya Seshadri,2021-11-28
590,Renee Kannan,2025-02-02
591,Aaina Agate,2021-08-30
592,Bhavin Devan,2020-10-24
593,Sara Kumar,2021-07-31
594,Yuvaan Chatterjee,2022-05-03
595,Vedika Gera,2025-01-02
596,Eshani Banik,2021-06-04
597,Renee Jain,2022-10-02
598,Umang Rana,2024-04-11
599,Parinaaz Bose,2023-02-24
600,Chirag Kaul,2020-06-24
601,Oorja Sen,2022-05-11
602,Heer Vaidya,2021-12-12
603,Vihaan Sen,2024-10-23
604,Himmat Kara,2020-09-07
605,Jhanvi Saxena,2020-06-26
606,Neysa Dada,2021-05-17
607,Kimaya Salvi,2020-04-10
608,Mamooty Kari,2024-01-04
609,Ryan Kalla,2023-04-21
610,Tarini Jani,2022-12-09
611,Nakul Kala,2024-03-13
612,Fateh Bose,2022-06-24
613,Charvi Sangha,2021-10-21
614,Yashvi Ramesh,2021-01-10
615,Zaina Bakshi,2023-01-21
616,Raghav Magar,2024-06-06
617,Ayesha Mangal,2023-09-15
618,Aaryahi Choudhary,2021-01-22
619,Aaryahi Gera,2020-11-27
620,Rasha Gill,2020-09-21
621,Kimaya Bal,2024-05-06
622,Veer Dhar,2024-12-04
623,Tushar Buch,2024-01-07
624,Miraya Kumer,2021-07-12
625,Hridaan Brar,2021-08-29
626,Aarav Chaudhry,2021-11-05
627,Vritika Swamy,2021-02-23
628,Arhaan Sinha,2022-07-20
629,Vritika Krishna,2024-07-31
630,Mamooty Dugar,2022-10-05
631,Madhav Kata,2021-07-17
632,Romil Wason,2022-07-09
633,Indrans Kumar,2021-01-18
634,Pihu Contractor,2021-07-25
635,Ayesha Madan,2021-05-12
636,Jayant Doshi,2023-07-21
637,Neelofar Bath,2023-08-18
638,Shayak Lall,2021-08-23
639,Tanya Sachdeva,2022-05-29
640,Arhaan Maharaj,2022-02-26
641,Baiju Sandhu,2020-12-18
642,Heer Dora,2024-12-11
643,Jayesh Barad,2024-11-14
644,Ryan Kala,2024-06-24
645,Sana Kothari,2020-05-19
646,Dhanush Ram,2021-06-26
647,Elakshi Zachariah,2022-07-12
648,Trisha Yohannan,2023-03-06
649,Hunar Chaudry,2022-11-05
650,Onkar Ranganathan,2020-06-11
651,Miraan Bassi,2022-01-02
652,Aaina Bumb,2024-11-02
653,Abram Atwal,2022-06-25
654,Anay Kunda,2023-11-26
655,Stuvan Atwal,2021-06-21
656,Vedika Bail,2023-08-02
657,Anaya Khurana,2025-02-28
658,Indrajit Dhillon,2020-07-26
659,Zeeshan Gandhi,2021-07-22
660,Eshani Ratta,2023-04-02
661,Aarush Keer,2024-02-04
662,Aaina Som,2021-06-23
663,Kashvi Borde,2020-08-05
664,Kavya Swaminathan,2020-09-09
665,Samarth Bhalla,2024-03-17
666,Dhanuk Divan,2020-04-10
667,Arhaan Thakkar,2022-04-17
668,Madhav Desai,2024-11-21
669,Romil Ratti,2024-03-09
670,Priyansh Ray,2021-08-02
671,Ayesha Dash,2022-02-24
672,Jivin Bhagat,2023-03-22
673,Trisha Kaur,2021-12-02
674,Saira Rajan,2025-01-29
675,Anahi Kothari,2022-12-21
676,Jayan Sanghvi,2024-12-07
677,Raunak Baral,2024-08-20
678,Indranil Kalita,2023-08-19
679,Aarna Raj,2024-04-11
680,Eshani Karpe,2020-04-24
681,Purab Doctor,2021-01-30
682,Miraya Manne,2020-07-14
683,Diya Sanghvi,2022-05-12
684,Kismat Tella,2020-07-28
685,Tejas Cheema,2021-01-05
686,Aarna Agate,2023-05-04
687,Taran Sethi,2020-08-10
688,Tarini Devi,2023-04-26
689,Madhav Mane,2024-03-25
690,Ryan Sundaram,2020-08-01
691,Dishani Hegde,2024-09-30
692,Alisha Kant,2025-01-26
693,Jivika Jhaveri,2021-12-10
694,Amani Khanna,2023-11-22
695,Nirvaan Dar,2023-04-12
696,Shamik Thaker,2021-02-17
697,Heer Hayre,2025-02-25
698,Raghav Raman,2020-12-13
699,Pranay Seshadri,2021-05-30
700,Raghav Comar,2022-11-28
701,Shlok Deol,2020-11-14
702,Ahana  Ahluwalia,2023-03-19
703,Lakshay Wali,2023-01-30
704,Adira Amble,2020-07-28
705,Amira Buch,2022-01-31
706,Kanav De,2024-05-09
707,Pihu Tella,2024-02-15
708,Ritvik Bhalla,2021-05-27
709,Dhanuk Andra,2020-10-11
710,Ayesha Grewal,2022-03-21
711,Elakshi Chaudhary,2021-08-05
712,Arnav Kanda,2024-05-23
713,Kismat Deshmukh,2022-03-23
714,Pari Halder,2020-04-28
715,Zeeshan Rajagopalan,2022-12-07
716,Bhamini Karnik,2024-09-19
717,Aarush Suresh,2023-10-25
718,Eva Date,2022-01-18
719,Reyansh Bhagat,2020-05-30
720,Ritvik Edwin,2020-03-12
721,Romil Ram,2022-12-08
722,Devansh Srivastava,2021-08-15
723,Anahita Jhaveri,2020-08-28
724,Armaan Bail,2024-02-04
725,Advik Vala,2020-06-19
726,Nirvaan Vohra,2024-11-21
727,Diya Walia,2024-12-06
728,Samaira Krishnamurthy,2022-01-03
729,Advika Bhasin,2020-11-22
730,Abram Ratta,2020-06-06
731,Badal Shankar,2021-11-14
732,Jivin Bahri,2024-10-25
733,Heer Hora,2021-10-25
734,Drishya Cherian,2023-04-25
735,Drishya Dave,2020-08-29
736,Saanvi Bhatt,2023-12-23
737,Miraya Kari,2022-09-01
738,Renee Bains,2020-09-20
739,Kiara Dash,2020-09-04
740,Pranay Kata,2024-10-04
741,Anahi Contractor,2024-03-10
742,Vedika Tella,2025-02-15
743,Mahika Deshmukh,2023-12-16
744,Eva Dhar,2021-02-03
745,Badal Sathe,2022-11-11
746,Ahana  Lall,2024-06-21
747,Indranil Goswami,2021-11-21
748,Siya Goda,2024-11-08
749,Nitya Sule,2024-02-04
750,Armaan Sem,2024-02-07
751,Advik Dalal,2021-04-17
752,Fateh Das,2022-05-06
753,Riya Talwar,2021-03-28
754,Nitya Kumer,2024-05-08
755,Onkar Zachariah,2020-04-30
756,Arnav Baria,2020-03-14
757,Advik Bains,2021-09-01
758,Azad Sagar,2024-08-02
759,Miraya Sama,2022-11-22
760,Saksham Dhillon,2021-03-11
761,Rhea Wali,2021-05-11
762,Shayak Raju,2024-01-23
763,Adah Dugar,2022-02-08
764,Aayush Dugar,2022-06-29
765,Siya Bhatnagar,2025-01-10
766,Mohanlal Atwal,2022-03-31
767,Madhup Bhat,2023-02-21
768,Vedika Lal,2024-03-09
769,Dharmajan Cherian,2021-08-12
770,Misha Deep,2022-10-24
771,Tarini Dasgupta,2022-09-08
772,Madhup Vaidya,2020-03-08
